Subject ID,Raters Group,Completed by,Rater Name,"Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to patients and their families’ concerns and responds to them thoroughly._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats patients with dignity irrespective of their religion, culture, age, race, sexual orientation, gender and socio-economic status._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc.)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Takes time to explain to patients their medical condition, treatment options, methods utilized and outcomes._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats healthcare workers with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Manages patient flow efficiently._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Intervenes and assists in resolving conflicts._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Engages nurses at sign-out._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Leads codes effectively._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Readily available during shifts._First Scale",Q2_Comments,Fillout Date (mm/dd/yy)
PHYS_27d504fc2b8b,Hospital Staff,PHYS_017876cea86a,PHYS_28134b837d42,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:38 PM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_ddab0059c861,PHYS_25db61880ead,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,D/A,08/14/23 12:41 PM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_853cf7d87df7,PHYS_4e5c00a0b5be,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,D/A,08/14/23 01:21 PM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Most of the time,Most of the time,Sometimes,,Most of the time,D/A,08/15/23 12:05 AM
PHYS_be5415a2e5dd,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,,Always,Always,respecful and professional,06/15/23 08:11 AM
PHYS_be5415a2e5dd,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:09 PM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_7301e6558550,PHYS_a99070c53a54,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,Most of the time,Most of the time,Most of the time,Hardly ever,,Most of the time,D/A,06/15/23 05:21 PM
PHYS_be5415a2e5dd,Faculty Self-Evaluation,PHYS_be5415a2e5dd,PHYS_be5415a2e5dd,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,,,Always,D/A,06/15/23 07:14 PM
PHYS_be5415a2e5dd,Medical Staff,PHYS_f1415f58b6e5,PHYS_ebfb7a033418,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,Always,,Always,D/A,06/16/23 10:39 AM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_ad7d9750ee64,PHYS_542541f88d8b,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,,Always,D/A,06/25/23 11:48 AM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_3d5a838f6e40,PHYS_ed09b7a399a8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 12:47 PM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_295a300f1964,PHYS_e916ddef1809,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Most of the time,Always,D/A,06/25/23 01:59 PM
PHYS_be5415a2e5dd,Medical Staff,PHYS_9bf625149aa7,PHYS_2fa140f52d4c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 12:03
PHYS_be5415a2e5dd,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 03:57 PM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_eb85dd3b9e2a,PHYS_c45dabe66971,,,,,,,,,,,,,,,,i havent had a chance to work with him on the same duty ,07/13/23 05:55 PM
PHYS_be5415a2e5dd,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,,Always,D/A,07/17/23 05:31 PM
PHYS_be5415a2e5dd,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,,,,,,,,,,,,,,,,D/A,07/17/23 07:36 PM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_553e1c48fa34,PHYS_725a1a2847b3,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 08:46 PM
PHYS_be5415a2e5dd,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Most of the time,,Always,D/A,07/25/23 01:53 PM
PHYS_be5415a2e5dd,Hospital Staff,PHYS_f02cbbadb0cc,PHYS_35e3c6e78ea9,Most of the time,Most of the time,Always,Most of the time,Always,Always,Always,Always,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,,Most of the time,D/A,08/01/2023 07:49
PHYS_be5415a2e5dd,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Most of the time,Always,Always,Most of the time,Always,Always,Always,Most of the time,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,D/A,08/01/2023 08:22
PHYS_d6f5100a2909,Faculty Self-Evaluation,PHYS_d6f5100a2909,PHYS_1bf5bfb54ee1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 01:36 PM
PHYS_d6f5100a2909,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 01:57 PM
PHYS_d6f5100a2909,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:12 PM
PHYS_d6f5100a2909,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/23 02:09 PM
PHYS_d6f5100a2909,Hospital Staff,PHYS_ad7d9750ee64,PHYS_542541f88d8b,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 11:52 AM
PHYS_d6f5100a2909,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 12:05 PM
PHYS_d6f5100a2909,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,06/29/23 02:16 PM
PHYS_d6f5100a2909,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 11:05
PHYS_d6f5100a2909,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 05:34 PM
PHYS_d6f5100a2909,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/23 01:44 AM
PHYS_d6f5100a2909,Hospital Staff,PHYS_7301e6558550,PHYS_a99070c53a54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 02:26 PM
PHYS_d6f5100a2909,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 03:52 PM
PHYS_d6f5100a2909,Medical Staff,PHYS_c68e41f2d490,PHYS_1820aca3c61b,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,D/A,08/01/2023 14:06
PHYS_d6f5100a2909,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Most of the time,Most of the time,,Always,D/A,08/07/2023 19:24
PHYS_d6f5100a2909,Hospital Staff,PHYS_3038202d4fac,PHYS_3a9106b6cecb,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/10/2023 18:12
PHYS_d6f5100a2909,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Most of the time,Most of the time,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,D/A,08/14/23 11:59 PM
PHYS_f0ab247db47e,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,Always,,Always,"Dr Nagham is very respectful to patients, staff and colleagues and an excellent and very professional physician. ",06/15/23 08:02 AM
PHYS_f0ab247db47e,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,06/15/23 05:25 PM
PHYS_f0ab247db47e,Faculty Self-Evaluation,PHYS_f0ab247db47e,PHYS_f0ab247db47e,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,D/A,06/20/23 03:15 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_ad7d9750ee64,PHYS_542541f88d8b,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 11:47 AM
PHYS_f0ab247db47e,Hospital Staff,PHYS_3d5a838f6e40,PHYS_ed09b7a399a8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 12:45 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_295a300f1964,PHYS_e916ddef1809,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 01:38 PM
PHYS_f0ab247db47e,Medical Staff,PHYS_34c0cd3995d1,PHYS_9a390e8cf185,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 05:31 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,D/A,07/10/2023 10:42
PHYS_f0ab247db47e,Hospital Staff,PHYS_8890549607af,PHYS_dcc517d4a30a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 11:00
PHYS_f0ab247db47e,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 03:56 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_eb85dd3b9e2a,PHYS_c45dabe66971,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"she is a hardworker , professional and very knowledgeable ",07/13/23 05:48 PM
PHYS_f0ab247db47e,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 01:34 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_553e1c48fa34,PHYS_725a1a2847b3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Thank you,07/17/23 08:45 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 03:49 PM
PHYS_f0ab247db47e,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/24/23 05:31 PM
PHYS_f0ab247db47e,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 01:51 PM
PHYS_f0ab247db47e,Hospital Staff,PHYS_f02cbbadb0cc,PHYS_35e3c6e78ea9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,D/A,08/01/2023 07:39
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:28 AM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_f1415f58b6e5,PHYS_ebfb7a033418,Always,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,Always,Always,"Dr. Ghalayini is kind, respectful and it is always a pleasure to work with her on shifts. She has taught us many things and is always engaged in resident&#x27;s education. She sees her patients in a timely fashion and always takes our input into consideration. 
She is a great asset to the department",06/15/23 08:41 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/16/23 11:09 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,06/25/23 09:37 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 02:54 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/29/23 02:19 PM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Very educational and professional ,07/10/2023 11:06
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 04:04 PM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/15/23 07:11 PM
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Most of the time,Most of the time,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Sometimes,Sometimes,,Most of the time,D/A,07/17/23 05:43 PM
PHYS_4bbcfedfb0c5,Faculty Self-Evaluation,PHYS_4bbcfedfb0c5,PHYS_5629c2e27c40,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Sometimes,Sometimes,Most of the time,Always,D/A,07/24/23 07:44 PM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 11:35 AM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_9f478514e27e,PHYS_50e2af6abf84,Always,Most of the time,Always,Always,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,,,Sometimes,D/A,08/01/2023 08:33
PHYS_4bbcfedfb0c5,Medical Staff,PHYS_c68e41f2d490,PHYS_1820aca3c61b,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,08/01/2023 14:05
PHYS_4bbcfedfb0c5,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/07/2023 19:32
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_ddab0059c861,PHYS_25db61880ead,,,,,,,,,,,,,,,,D/A,08/14/23 12:48 PM
PHYS_4bbcfedfb0c5,Hospital Staff,PHYS_d2f829be99cb,PHYS_aab7bac26b9c,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,Always,Always,D/A,08/15/23 11:27 PM
PHYS_72ad63bc88ee,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,Always,Always,Always,"very respectful and professional. always listens to patients concerns and is readily available to teach residents.
",06/15/23 08:04 AM
PHYS_72ad63bc88ee,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:06 PM
PHYS_72ad63bc88ee,Medical Staff,PHYS_112ede692d28,PHYS_ecb5ba029ac7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 10:27 PM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 09:37 AM
PHYS_72ad63bc88ee,Faculty Self-Evaluation,PHYS_72ad63bc88ee,PHYS_72ad63bc88ee,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,06/27/23 02:48 PM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/29/23 02:17 PM
PHYS_72ad63bc88ee,Medical Staff,PHYS_9bf625149aa7,PHYS_2fa140f52d4c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 12:06
PHYS_72ad63bc88ee,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/15/23 07:10 PM
PHYS_72ad63bc88ee,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Most of the time,Sometimes,Most of the time,Always,Always,Sometimes,Always,Always,Always,Always,Always,Most of the time,Sometimes,Always,Always,D/A,07/17/23 05:51 PM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_553e1c48fa34,PHYS_725a1a2847b3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 08:50 PM
PHYS_72ad63bc88ee,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/23 01:48 AM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_7301e6558550,PHYS_a99070c53a54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 02:27 PM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_8f0d778538fe,PHYS_f5ec51daf5a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 02:41 PM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/24/23 03:55 PM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_f02cbbadb0cc,PHYS_35e3c6e78ea9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 07:54
PHYS_72ad63bc88ee,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 08:26
PHYS_72ad63bc88ee,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Most of the time,Sometimes,Sometimes,Always,Always,Most of the time,Most of the time,Always,Most of the time,Always,Always,Always,D/A,08/07/2023 19:33
PHYS_72ad63bc88ee,Hospital Staff,PHYS_3038202d4fac,PHYS_3a9106b6cecb,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/10/2023 18:15
PHYS_1563d6861c47,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:25 AM
PHYS_1563d6861c47,Hospital Staff,PHYS_3d5a838f6e40,PHYS_ed09b7a399a8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 09:00 AM
PHYS_1563d6861c47,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 01:16 PM
PHYS_1563d6861c47,Medical Staff,PHYS_112ede692d28,PHYS_ecb5ba029ac7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 03:25 PM
PHYS_1563d6861c47,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:07 PM
PHYS_1563d6861c47,Faculty Self-Evaluation,PHYS_1563d6861c47,PHYS_1563d6861c47,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,06/19/23 03:43 PM
PHYS_1563d6861c47,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 02:50 AM
PHYS_1563d6861c47,Medical Staff,PHYS_9bf625149aa7,PHYS_2fa140f52d4c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 10:46 AM
PHYS_1563d6861c47,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 10:38
PHYS_1563d6861c47,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Always,Always,Always,Always,Always,Always,Most of the time,,Always,Always,Always,Most of the time,Always,,Always,D/A,07/10/2023 10:38
PHYS_1563d6861c47,Hospital Staff,PHYS_eb85dd3b9e2a,PHYS_c45dabe66971,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,dr rachelle works very professionally. discusses each case and gives the suitable treatment. ,07/13/23 05:46 PM
PHYS_1563d6861c47,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/15/23 06:58 PM
PHYS_1563d6861c47,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,07/17/23 01:33 PM
PHYS_1563d6861c47,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 07:35 PM
PHYS_1563d6861c47,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 01:50 PM
PHYS_1563d6861c47,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Most of the time,Always,Always,D/A,08/01/2023 08:21
PHYS_1563d6861c47,Hospital Staff,PHYS_d2f829be99cb,PHYS_aab7bac26b9c,,,,,,,,,,,,,,,,D/A,08/15/23 11:51 PM
