Subject ID,Raters Group,Completed by,Rater Name,"Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to patients and their families’ concerns and responds to them thoroughly._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats patients with dignity irrespective of their religion, culture, age, race, sexual orientation, gender and socio-economic status._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc.)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Takes time to explain to patients their medical condition, treatment options, methods utilized and outcomes._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats healthcare workers with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Manages patient flow efficiently._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Intervenes and assists in resolving conflicts._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Engages nurses at sign-out._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Leads codes effectively._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Readily available during shifts._First Scale",Q2_Comments,Fillout Date (mm/dd/yy)
PHYS_eee9fa53fff6,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 02:57 PM
PHYS_eee9fa53fff6,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,07/23/24 04:18 PM
PHYS_eee9fa53fff6,Hospital Staff,PHYS_f26ac364f18c,PHYS_41cffad4890b,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,Always,Most of the time,Most of the time,Sometimes,Always,Always,Always,D/A,07/24/24 03:02 PM
PHYS_eee9fa53fff6,Hospital Staff,PHYS_29e11d0cb03b,PHYS_a278cfa22f3f,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/29/24 10:58 AM
PHYS_eee9fa53fff6,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,08/12/2024 16:25
PHYS_c74f43cc95ed,Medical Staff,PHYS_764c7afc825b,PHYS_3e043f518075,Always,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,,Always,D/A,05/15/24 10:49 AM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 10:50 AM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_ddab0059c861,PHYS_4da9ee76e100,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,05/15/24 10:55 AM
PHYS_c74f43cc95ed,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:09 AM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_10cb02d5eb49,PHYS_4f380a6861ef,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,D/A,05/16/24 07:41 AM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:53 AM
PHYS_c74f43cc95ed,Faculty Self-Evaluation,PHYS_c74f43cc95ed,PHYS_8b816bde0d2a,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Always,Most of the time,Always,Most of the time,Most of the time,Always,Most of the time,Always,D/A,05/27/24 09:09 PM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 09:25
PHYS_c74f43cc95ed,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:30
PHYS_c74f43cc95ed,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/04/2024 11:15
PHYS_c74f43cc95ed,Medical Staff,PHYS_46e4179ffdfe,PHYS_bc6817c06104,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/15/24 02:10 PM
PHYS_c74f43cc95ed,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/24 03:23 PM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 01:32 AM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_20ab83523ffb,PHYS_83209d54c8c2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 03:57 PM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Best Dr ever in all aspects ,07/23/24 04:19 PM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:37 AM
PHYS_c74f43cc95ed,Medical Staff,PHYS_ced0a4828312,PHYS_09d1065feec8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/11/2024 19:04
PHYS_c74f43cc95ed,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/12/2024 16:26
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_ddab0059c861,PHYS_4da9ee76e100,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 10:54 AM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:08 AM
PHYS_b6f8dfc141bf,Faculty Self-Evaluation,PHYS_b6f8dfc141bf,PHYS_b6f8dfc141bf,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,Sometimes,Always,Always,D/A,05/27/24 03:06 PM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_527a8386c040,PHYS_6eb096f3d06f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 11:40 PM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Sometimes,Always,Sometimes,Sometimes,Always,Hardly ever,Most of the time,D/A,06/03/2024 08:55
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,,,,,,,,,,,,,,,,D/A,06/03/2024 11:46
PHYS_b6f8dfc141bf,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:30
PHYS_b6f8dfc141bf,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/04/2024 11:15
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,Always,Always,D/A,06/11/2024 09:07
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/13/24 10:15 AM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/24 12:49 PM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,D/A,07/01/2024 11:19
PHYS_b6f8dfc141bf,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,Always,D/A,07/15/24 02:00 PM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,D/A,07/16/24 07:54 AM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_3038202d4fac,PHYS_3bae698e4fe3,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Sometimes,Most of the time,Always,Most of the time,Always,D/A,07/16/24 08:53 AM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_8e842997896d,PHYS_b372e5fcf9df,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/22/24 09:41 PM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,Always,Always,Always,Always,Always,Most of the time,Always,Always,Most of the time,Always,Always,Always,Most of the time,Always,Always,D/A,07/23/24 02:58 PM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Hardly ever,Always,Most of the time,Always,Always,Always,Always,D/A,07/24/24 07:37 AM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/31/24 02:30 PM
PHYS_b6f8dfc141bf,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/12/2024 16:26
PHYS_8f6d47120990,Medical Staff,PHYS_764c7afc825b,PHYS_3e043f518075,Most of the time,Always,Always,Always,Always,Always,Sometimes,,Always,Always,Most of the time,Always,,,Sometimes,D/A,05/15/24 10:50 AM
PHYS_8f6d47120990,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Always,Sometimes,Always,Always,D/A,05/15/24 10:50 AM
PHYS_8f6d47120990,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:10 AM
PHYS_8f6d47120990,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,,Most of the time,D/A,05/15/24 10:05 PM
PHYS_8f6d47120990,Hospital Staff,PHYS_10cb02d5eb49,PHYS_4f380a6861ef,Always,Always,Most of the time,Always,Always,Always,Most of the time,Most of the time,Always,Always,Most of the time,Most of the time,Never,,Always,D/A,05/16/24 07:43 AM
PHYS_8f6d47120990,Faculty Self-Evaluation,PHYS_8f6d47120990,PHYS_b9b77addf5bc,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,.,05/16/24 09:08 AM
PHYS_8f6d47120990,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:51 AM
PHYS_8f6d47120990,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:54 AM
PHYS_8f6d47120990,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/30/24 03:18 PM
PHYS_8f6d47120990,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,06/03/2024 09:26
PHYS_8f6d47120990,Hospital Staff,PHYS_553e1c48fa34,PHYS_725a1a2847b3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 11:43
PHYS_8f6d47120990,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Most of the time,D/A,07/15/24 02:01 PM
PHYS_8f6d47120990,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:52 AM
PHYS_8f6d47120990,Hospital Staff,PHYS_470adf549c0e,PHYS_cd36aad59456,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 10:36 AM
PHYS_8f6d47120990,Hospital Staff,PHYS_840c14208cfb,PHYS_fc72f47b343f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,D/A,07/22/24 08:40 PM
PHYS_8f6d47120990,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,D/A,07/23/24 04:19 PM
PHYS_8f6d47120990,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/31/24 02:31 PM
PHYS_8f6d47120990,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,Most of the time,D/A,08/12/2024 16:27
PHYS_93eef5f73432,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,D/A,05/15/24 10:51 AM
PHYS_93eef5f73432,Hospital Staff,PHYS_ddab0059c861,PHYS_4da9ee76e100,,,,,,,,,,,,,,,,D/A,05/15/24 10:55 AM
PHYS_93eef5f73432,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,,Always,D/A,05/15/24 10:06 PM
PHYS_93eef5f73432,Hospital Staff,PHYS_10cb02d5eb49,PHYS_4f380a6861ef,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Never,,Always,D/A,05/16/24 07:44 AM
PHYS_93eef5f73432,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,05/27/24 08:54 AM
PHYS_93eef5f73432,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,05/27/24 12:59 PM
PHYS_93eef5f73432,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,05/27/24 03:37 PM
PHYS_93eef5f73432,Faculty Self-Evaluation,PHYS_93eef5f73432,PHYS_85ce99de8873,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Always,Most of the time,,Always,D/A,05/29/24 11:39 AM
PHYS_93eef5f73432,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:31
PHYS_93eef5f73432,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/04/2024 11:16
PHYS_93eef5f73432,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/10/2024 17:06
PHYS_93eef5f73432,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:46 AM
PHYS_93eef5f73432,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/24 12:50 PM
PHYS_93eef5f73432,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Most of the time,Always,,Always,D/A,07/01/2024 11:20
PHYS_93eef5f73432,Medical Staff,PHYS_46e4179ffdfe,PHYS_bc6817c06104,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/15/24 02:11 PM
PHYS_93eef5f73432,Hospital Staff,PHYS_470adf549c0e,PHYS_cd36aad59456,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 10:37 AM
PHYS_93eef5f73432,Hospital Staff,PHYS_47c2c7ab2921,PHYS_9824bc980944,,,,,,,,,,,,,,,,D/A,07/22/24 10:23 PM
PHYS_93eef5f73432,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,07/23/24 04:20 PM
PHYS_93eef5f73432,Medical Staff,PHYS_d849d1ca1a10,PHYS_f41b68af6c0e,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:23 PM
PHYS_93eef5f73432,Medical Staff,PHYS_ced0a4828312,PHYS_09d1065feec8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/11/2024 19:00
PHYS_93eef5f73432,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,08/12/2024 16:27
PHYS_fe698927a536,Medical Staff,PHYS_764c7afc825b,PHYS_3e043f518075,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,,Always,D/A,05/15/24 10:51 AM
PHYS_fe698927a536,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,D/A,05/15/24 10:52 AM
PHYS_fe698927a536,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:11 AM
PHYS_fe698927a536,Hospital Staff,PHYS_10cb02d5eb49,PHYS_4f380a6861ef,Always,Always,Most of the time,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Never,,Most of the time,D/A,05/16/24 07:45 AM
PHYS_fe698927a536,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,05/27/24 08:55 AM
PHYS_fe698927a536,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/30/24 03:19 PM
PHYS_fe698927a536,Medical Staff,PHYS_e41df0a09758,PHYS_fdf5c5450863,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/01/2024 18:41
PHYS_fe698927a536,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:31
PHYS_fe698927a536,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:50 AM
PHYS_fe698927a536,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:58 AM
PHYS_fe698927a536,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/16/24 09:21 AM
PHYS_fe698927a536,Hospital Staff,PHYS_470adf549c0e,PHYS_cd36aad59456,Always,Always,Most of the time,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,D/A,07/16/24 10:39 AM
PHYS_fe698927a536,Faculty Self-Evaluation,PHYS_fe698927a536,PHYS_da9e988d8a9b,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 01:05 PM
PHYS_fe698927a536,Hospital Staff,PHYS_8e842997896d,PHYS_b372e5fcf9df,Most of the time,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Always,Always,Always,Always,Always,Always,D/A,07/22/24 09:41 PM
PHYS_fe698927a536,Hospital Staff,PHYS_47c2c7ab2921,PHYS_9824bc980944,Always,Always,Always,Always,Always,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,D/A,07/22/24 10:19 PM
PHYS_fe698927a536,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,,,,,,,,,,,,,,,,D/A,07/23/24 01:33 AM
PHYS_fe698927a536,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Always,Most of the time,Most of the time,Sometimes,,Always,D/A,07/23/24 12:07 PM
PHYS_fe698927a536,Medical Staff,PHYS_d849d1ca1a10,PHYS_f41b68af6c0e,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:23 PM
PHYS_fe698927a536,Hospital Staff,PHYS_16b4b7cf800f,PHYS_b6be838a6f45,,,,,,,,,,,,,,,,D/A,07/31/24 05:54 PM
PHYS_fe698927a536,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,08/12/2024 16:28
PHYS_27d504fc2b8b,Medical Staff,PHYS_764c7afc825b,PHYS_3e043f518075,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,,,,Always,D/A,05/15/24 10:53 AM
PHYS_27d504fc2b8b,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:11 AM
PHYS_27d504fc2b8b,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:52 AM
PHYS_27d504fc2b8b,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/30/24 03:20 PM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Always,Always,,Always,,Sometimes,,,,Always,D/A,06/03/2024 08:56
